Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Afghanistan,AFG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,8.30642032623291,9.31527042388916,10.3027601242065,10.7758302688599,10.9106903076172,11.3727102279663,12.2764902114868,13.1315603256226,13.8217601776123,..,16.7642707824707,19.3281402587891,10.5939302444458,..,12.3710803985596,13.1000995635986,12.0980501174927,..,13.2018404006958,12.6558103561401,10.8499603271484,15.5900897979736,..,15.4239702224731,21.4419803619385,20.8224506378174,..,..,..,..,..,12.3246202468872,..,12.5488901138306,17.5680809020996,18.6168098449707,28.2558708190918,28.4933395385742,38.1939811706543,44.4203796386719,50.5672492980957,51.756908416748,53.618049621582,53.5751304626465,52.5829010009766,51.6699485778809,51.6559410095215,53.6431999206543,55.4252090454102,..,..,..
Albania,ALB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.9742584228516,..,86.5098266601563,88.2552490234375,90.1937103271484,91.1864166259766,87.0455932617188,82.0011215209961,82.2495269775391,85.2829666137695,88.3924865722656,87.8321762084961,88.6035690307617,88.8032989501953,90.0817413330078,90.8936309814453,77.7147598266602,70.3351211547852,68.7290573120117,68.6784896850586,67.8675537109375,69.3661804199219,71.313606262207,71.5446701049805,71.0780792236328,72.5371627807617,72.8685531616211,75.2434387207031,74.8022079467773,77.9093933105469,79.1895523071289,82.2005920410156,84.1250915527344,85.6949920654297,88.103889465332,89.7981567382813,92.2898330688477,96.2560806274414,97.6848678588867,97.3884811401367,95.7149963378906,95.2658920288086,95.4323272705078,95.0865936279297,94.2803268432617,..
Algeria,DZA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,11.5636701583862,12.1491603851318,13.6150398254395,14.8496599197388,16.1389408111572,18.5193500518799,21.6502895355225,25.4859199523926,28.1584491729736,30.232780456543,32.3552093505859,35.4136505126953,38.716968536377,42.091121673584,45.2989311218262,49.6570892333984,52.1611709594727,53.2294502258301,59.941520690918,59.4141883850098,57.8655090332031,57.572509765625,57.7007789611816,58.7235412597656,58.6654281616211,58.9805908203125,59.5163497924805,..,65.6774978637695,65.1169815063477,68.8199768066406,71.9489135742188,74.1038589477539,77.5079879760742,78.9892120361328,79.8845291137695,70.3138580322266,76.7010803222656,92.8778305053711,96.9372787475586,99.6143493652344,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.9164199829102,90.7578582763672,91.3399887084961,91.5556716918945,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,15.3682899475098,14.7160596847534,13.816309928894,17.3354091644287,25.9345302581787,34.1382713317871,..,..,..,..,..,..,49.4399681091309,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,5.76747989654541,6.34224987030029,7.05664014816284,..,..,..,..,8.11106014251709,..,10.6839399337769,13.7651395797729,9.6893196105957,8.70720958709717,10.657039642334,8.98985004425049,10.1296396255493,9.74631023406982,8.17842960357666,9.05875015258789,8.40345001220703,8.93437004089355,10.0993299484253,..,..,..,..,..,10.8192796707153,10.7474298477173,12.2662801742554,13.8537197113037,14.9835901260376,..,..,..,..,..,21.2894592285156,22.6925506591797,26.259220123291,26.4825401306152,..,..,..,..,50.6714782714844,..,..,..,..,..
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,84.6630096435547,59.8538398742676,85.4032669067383,81.5058898925781,87.2125701904297,89.5308303833008,75.5961837768555,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5792999267578,..,..,..,..,..,..,..,79.6617813110352,..,..,..,..,..,..,108.244720458984,118.127052307129,116.042846679688,112.795829772949,110.922943115234,109.524429321289,..,106.980133056641,108.23023223877,..,109.208686828613,111.19603729248,..,..,..
Argentina,ARG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,44.8198509216309,45.8276710510254,47.548999786377,49.9117698669434,52.633129119873,54.194278717041,55.6360092163086,55.5457000732422,55.4494781494141,55.268669128418,56.1693916320801,57.4266700744629,59.1698799133301,59.7823791503906,65.279541015625,70.2124099731445,70.0919876098633,69.8156280517578,70.3232192993164,..,71.4895782470703,72.3127899169922,..,..,69.6454315185547,..,78.870849609375,75.3427581787109,81.2585372924805,92.6051635742188,95.9366073608398,96.8454666137695,95.8991012573242,94.9616928100586,94.5071716308594,92.7606735229492,91.8135299682617,91.916130065918,93.2370529174805,96.6197128295898,99.5012588500977,101.535003662109,103.47647857666,105.041412353516,106.03556060791,106.946472167969,108.462333679199,108.733596801758,107.647277832031,108.230842590332,..,..
Armenia,ARM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.1037063598633,92.3268585205078,94.7446975708008,96.6290664672852,..,93.3364028930664,93.2361602783203,80.4360275268555,80.0566787719727,92.1519927978516,88.2820205688477,..,..,89.3457336425781,92.0542831420898,94.9413299560547,96.4276428222656,94.9704818725586,100.125617980957,104.713317871094,93.134880065918,..,85.8975524902344,85.8835067749023,86.0058898925781,..,..,83.1506805419922,86.4723281860352,87.250358581543,..
Aruba,ABW,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.7969207763672,96.5161666870117,97.9728698730469,100.520683288574,99.0911712646484,97.25244140625,95.9417572021484,97.3563690185547,102.559753417969,94.6491317749023,96.7360229492188,95.8235397338867,97.0278778076172,111.159767150879,..,..,..,..,..,..,..,..,..
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,81.0933837890625,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,134.354751586914,132.618270874023,143.233871459961,148.636001586914,152.935974121094,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157.167663574219,153.013198852539,150.311477661133,132.772888183594,140.646041870117,134.45051574707,..
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,88.6934432983398,..,..,..,..,90.7383804321289,..,..,..,..,92.3818893432617,91.1852493286133,92.1024169921875,91.9762878417969,93.785888671875,97.1035919189453,97.8842620849609,98.5526504516602,99.0470504760742,101.1708984375,102.799652099609,104.805870056152,106.29354095459,106.824638366699,106.58470916748,105.650329589844,105.122970581055,97.7447280883789,98.4440994262695,98.6960601806641,98.9574966430664,99.0211715698242,99.4792022705078,99.5235595703125,100.35334777832,100.329963684082,99.708869934082,99.4207305908203,99.6498489379883,98.8072128295898,98.0614700317383,97.8433227539063,99.197380065918,99.6630783081055,100.320999145508,100.963020324707,100.455207824707,99.9578399658203,100.193702697754,..,..
Azerbaijan,AZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.8227386474609,..,..,..,..,96.0417327880859,..,..,95.6384811401367,91.7173690795898,91.1750869750977,91.9446487426758,91.3004913330078,87.7137603759766,85.3741226196289,75.4991607666016,73.8493423461914,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.4800796508789,94.7754898071289,94.0934371948242,..
"Bahamas, The",BHS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,90.7634887695313,90.7392501831055,90.3444519042969,98.6411590576172,106.109649658203,106.199913024902,..,..,..,95.8731231689453,90.3474426269531,89.3683471679688,89.1701889038086,94.7145309448242,86.1153411865234,86.3056488037109,92.809700012207,..,..,85.7320938110352,87.1742401123047,95.8618469238281,95.8806915283203,89.8023376464844,86.8323822021484,..,82.0186462402344,..,77.5308074951172,..,..,91.8791275024414,..,86.1758880615234,88.4579315185547,89.682502746582,93.1100234985352,92.1582794189453,90.2446136474609,89.3546295166016,84.9863433837891,85.7616729736328,76.8948211669922,..,..,..,..,..,..,..,..
